target,location,season,calendar_week,CU_EAKFC_SEIRS,CU_EAKFC_SIRS,CU_EKF_SEIRS,CU_EKF_SIRS,CU_RHF_SEIRS,CU_RHF_SIRS,CUBMA,Delphi_BasisRegression,Delphi_EmpiricalFutures,Delphi_EmpiricalTrajectories,Delphi_ExtendedDeltaDensity,Delphi_MarkovianDeltaDensity,Delphi_Uniform,FluOutlook_Mech,FluOutlook_MechAug,FluX_ARLR,FluX_LSTM,LANL_DBMplus,Protea_Cheetah,Protea_Kudu,Protea_Springbok,ReichLab_kcde_backfill_none,ReichLab_kcde_backfill_post_hoc,ReichLab_kde,ReichLab_sarima_seasonal_difference_FALSE,ReichLab_sarima_seasonal_difference_TRUE,UA_EpiCos
2 wk ahead,HHS Region 6,2018/2019,44,0.174671,0.4641,0.183298,0.345329,0.17595,0.466058,1.00000008398909,0.6763050698,0.462131146,0.543223342,0.65004424097,0.78707462266,0.251908404,0.550797102471,0.55684767419,0.57072533195,0.53636987,0.5308676794,0.47600466114333,0.728789014,0.476,0.8714,0.87144,0.758176800167,0.6696,0.4747,0.4069969
2 wk ahead,HHS Region 6,2018/2019,45,0.185244,0.318114,0.204033,0.360742,0.206022,0.296014,0.712446844,0.6450211051,0.472321994,0.501817511,0.55179487035,0.37092832244,0.274809168,0.6467377082,0.5344611882,0.55822420358,0.539369885,0.6989857388,0.64637308895,0.676036573,0.646,0.88004,0.8813,0.733459182087,0.7239,0.5576,0.37218795
2 wk ahead,HHS Region 6,2018/2019,46,0.053966,0.190743,0.056596,0.208693,0.029866,0.174653,0.00320265997277329,0.2691025026,0.43122412,0.462682819,0.27330600848,0.44743838851,0.259541992,0.2873419932,0.36082936669,0.41088377823,0.27232014,0.5981544792,0.422128297289,0.5904027968,0.42,0.819,0.81846,0.632571341547,0.6006,0.4805,0.03558424
2 wk ahead,HHS Region 6,2018/2019,47,0.054589,0.117964,0.03931,0.151977,0.053207,0.161939,2.55867723812924e-13,0.0640908901,0.399151646,0.431016971,0.07259260933,0.20482146789,0.251908404,0.252467004458,0.136483725267,0.2918975213,0.040520768,0.2175107794,0.11158558075,0.553282747,0.106,0.66268,0.66356,0.537865390247,0.4452,0.267,0.01548558
2 wk ahead,HHS Region 6,2018/2019,48,0.556704,0.627388,0.486026,0.567387,0.633408,0.768095,0.4659387562,0.1574155228,0.38312218,0.417940019,0.13305182119,0.13491959467,0.297709932,0.617048527164,0.489021639751,0.31492498549,0.542369909,0.2681778342,0.60247915562,0.481998453,0.604,0.7848,0.7785,0.566827436504,0.6288,0.2338,0.23163172
2 wk ahead,HHS Region 6,2018/2019,49,0.809339,0.86007,0.73951,0.750743,0.834056,0.891504,0.467640485,0.5149934404,0.402129675,0.435196014,0.469380346,0.53319731147,0.351145048,0.963935793981,0.864672688392,0.58207149255,0.88377519,0.2136985256,0.8114100564,0.5232180974,0.89,0.86604,0.86592,0.604068655884,0.752,0.2479,0.91893938
2 wk ahead,HHS Region 6,2018/2019,50,0.9881,0.988057,0.930849,0.874184,0.966115,0.89813,0.30995095134522,0.9598270057,0.512824713,0.544916862,0.74438967007,0.7490619733,0.45801528,0.997215723211,0.941359625313,0.99955255689,0.871156777,0.797201602,0.861807445,0.560858338,0.938,0.91018,0.91342,0.703608263104,0.8861,0.6775,0.96651507
2 wk ahead,HHS Region 6,2018/2019,51,0.313307,0.494028,0.373279,0.457337,0.385295,0.478674,0.4921851250369,0.2667128929,0.454685464,0.491573544,0.6492660243,0.62698658213,0.374045812,0.05727170021,0.01547856214,0.73669794588,0.253976709,0.617268463,0.506045027,0.560963535,0.494,0.7004,0.69742,0.552725958064,0.6862,0.5525,0.08724145
2 wk ahead,HHS Region 6,2018/2019,52,0.032523,0.04446,0.037878,0.069221,0.026567,0.022544,0.6837313849795,0.0233549197,0.434104578,0.464394123,0.10251711678,0.23377983152,0.335877872,0.021390648071,0.10753350493,0.12891092599,0.065583707,0.2369198674,0.1422498826,0.539976819,0.044,0.41978,0.41842,0.464920941584,0.2489,0.1088,0.12564631
2 wk ahead,HHS Region 7,2010/2011,1,0.021966,0.053322,0.021924,0.113367,0.02802,0.141977,0.4602542383,0.4070866727,0.47215025,0.47215025,0.902575252,0.92540194505,0.15267176,0.0901236155,0.1731744656,0.60604035,0.650565906,0.8484357678,0.3416335442,0.547532702,0.334,0.4989,0.50094,0.48524332614,0.8184,0.6612,0.51107524
2 wk ahead,HHS Region 7,2010/2011,2,0.141261,0.412011,0.133886,0.376702,0.30203,0.513411,0.85677251851,0.9395669899,0.64988165,0.64988165,0.8470212821,0.42477647973,0.251908404,0.9664844061,0.989974728,0.82128182,0.882228993,0.7997663378,0.6634064663,0.711011574,0.662,0.64332,0.64812,0.70585332624,0.931,0.5305,0.9528466
2 wk ahead,HHS Region 7,2010/2011,3,0.446091,0.446674,0.516066,0.335997,0.178042,0.594114,0.999643708140466,0.9804016013,0.667985548,0.667985548,0.98031017882,0.72013143573,0.328244284,0.99935724674,0.9999999409,0.872774383,0.693905387,0.9704172456,0.85173586317,0.798727798,0.854,0.64714,0.64692,0.79735468144,0.9491,0.6622,0.95805924
2 wk ahead,HHS Region 7,2010/2011,4,0.045145,0.109933,0.087226,0.199969,0.055266,0.173351,0.536905226773,0.9730923982,0.517296978,0.517296978,0.8731249546,0.61397522995,0.282442756,0.7927134732,0.9109234435,0.85760579,0.771047245,0.8539249348,0.65276499,0.591874696,0.656,0.55816,0.56212,0.69608135358,0.8322,0.5081,0.46983021
2 wk ahead,HHS Region 7,2010/2011,5,0.871986,0.922116,0.285277,0.522069,0.399301,0.666714,0.656545378,0.9801468995,0.599865926,0.599865926,0.99780722181,0.99804000776,0.34351146,0.6005131535,0.7146132539,0.807278283,0.245101776,0.984751942,0.676000282067557,0.800629867,0.676,0.76276,0.75812,0.78067320438,0.6787,0.4422,0.95315496
2 wk ahead,HHS Region 7,2010/2011,6,0.95819,0.970112,0.786813,0.972097,0.960075,0.92745,0.9946183455,0.98114327,0.629409132,0.627296928,0.91004271241,0.99796889522,0.358778636,0.8626457501,0.9412860811,0.709601605,0.904783706,0.9467843928,0.842000038779356,0.875513771,0.842,0.8374,0.83484,0.81048268578,0.8597,0.7481,0.9605837
2 wk ahead,HHS Region 7,2010/2011,7,0.829399,0.941433,0.602796,0.633412,0.876088,0.860817,0.85890128919,0.9663363692,0.553761815,0.553761815,0.9958641996,0.9895076549,0.282442756,0.41546396,0.3429263303,0.460993182,0.771437023,0.7698439594,0.564000871731844,0.8756346951,0.564,0.49682,0.49994,0.73773565174,0.5198,0.4134,0.84112799
2 wk ahead,HHS Region 7,2010/2011,8,0.851533,0.91677,0.709424,0.776089,0.926818,0.526004,0.94162646031,0.6044655914,0.60896438,0.60896438,0.12065148312,0.00079430598,0.26717558,0.55207737,0.42146134,0.3736142191,0.632720992,0.79423944,0.636000685066133,0.882807575,0.636,0.65294,0.65778,0.76715033954,0.4392,0.6464,0.54082433
2 wk ahead,HHS Region 7,2010/2011,9,0.546693,0.766099,0.443434,0.416066,0.454146,0.694803,0.38131978112,0.4525965142,0.47523747,0.47523747,0.57589749321,0.92067794177,0.175572524,0.14070759,0.10378149,0.1132936734,0.457492113,0.5374208436,0.386868419613,0.8760551661,0.382,0.54662,0.55052,0.65403218884,0.2168,0.4597,0.0194627
2 wk ahead,HHS Region 7,2010/2011,10,0.296042,0.540087,0.167359,0.27873,0.360723,0.518725,4.22192952407689e-08,0.1441141572,0.39593732,0.39593732,0.02804902544,0.17775121002,0.129770996,0.004255123,0,0.136323954,0.255299675,0.2352221842,0.37981015961,0.758958115,0.376,0.179,0.17724,0.59016877994,0.1198,0.2814,0.0120579
2 wk ahead,HHS Region 7,2010/2011,11,0.375368,0.224705,0.25267,0.269334,0.159362,0.397417,1.4627976458246e-08,0.0510555103,0.3410436,0.3410436,0.00033592018,0.00031952401,0.106870232,0.08317438,0,0.049076414,0.447265868,0.2996216814,0.463599169707,0.8135144852,0.46,0.18828,0.18754,0.59273517294,0.1665,0.4208,0.21981075
2 wk ahead,HHS Region 7,2010/2011,12,0.336028,0.364051,0.20537,0.164039,0.084677,0.160723,0.15844740619,0.334965722,0.31902692,0.31902692,0.1591261014,0.00069346528,0.091603056,0,0,0.21223312,0.509443217,0.240929266,0.63640988201,0.670208213,0.636,0.21462,0.21016,0.60477739294,0.1904,0.4805,0.29198659
2 wk ahead,HHS Region 7,2010/2011,13,0,0,0,0,0,0,0.2997876968,0.50411681,0.28869971,0.28869971,0.827574276,0.97990237,0.07633588,0,0,0.21710892,0.49768663,0.4374589492,0.778000011194116,0.65641549,0.778,0.16654,0.16272,0.5917480948,0.2091,0.6044,0.50134127
2 wk ahead,HHS Region 7,2010/2011,14,0,0,0,0,0,0,0.0897011725,0.44931017,0.24027498,0.24027498,0.0551875714,0.16662401132,0.061068704,0,0,0.21695524,0.41461796,0.3900215968,0.631999989316147,0.570434312,0.632,0.11276,0.11378,0.5310433339,0.115,0.3856,0.30558857
2 wk ahead,HHS Region 7,2010/2011,15,0,0,0,0,0,0,1.20345500000492e-17,0.46134124,0.18449473,0.18449473,0.0492899345,0.00013725223,0.045801528,0,0,0.20998894,0.32419173,0.1188094908,0.35800001740595,0.41898034,0.358,0.0429,0.04216,0.42986869694,0.0521,0.1141,0.20640376
2 wk ahead,HHS Region 7,2010/2011,16,0,0,0,0,0,0,0.16825403,0.74997627,0.15192966,0.15192966,0.827964941,0.816782945,0.03816794,0,0,0.17081562,0.30069109,0.0869805828,0.47399989702587,0.274330825,0.474,0.00598,0.00536,0.3734083116,0.2354,0.3572,0.26561861
2 wk ahead,HHS Region 7,2010/2011,17,0,0,0,0,0,0,0.28748019,0.66172143,0.16906996,0.16906996,0.73236686,0.41332617,0.045801528,0,0,0.18723139,0.43091122,0.3356324708,0.6139993846639,0.38285233,0.614,0.0506,0.05076,0.5173231516,0.2047,0.266,0.35070642
2 wk ahead,HHS Region 7,2010/2011,18,0,0,0,0,0,0,0.370159256232772,0.5121217,0.14942536,0.14942536,0.47528248,0.7065556,0.03816794,0,0,0.18439791,0.30069109,0.3402165004,0.54308576923402,0.35723588,0.543086232,0.0461,0.04466,0.4343105725,0.3054,0.3953,0.48644356
2 wk ahead,HHS Region 7,2010/2011,43,0.90134,0.846677,0.911979,0.82273,0.99068,0.92468,1.023042e-26,0.330820417,0.23867141,0.23867141,0.26297104211,0.61012743438,0.091603056,0.99017863,0.99550703,0.28138508,0.059592775,0.257149617,0.40000083990605,0.62797104,0.4,0.1867,0.18476,0.60221104694,0.4957,0.4986,0.21828173
2 wk ahead,HHS Region 7,2010/2011,44,0.011982,0.002641,0.026003,0.028662,0.102707,0.094038,0.247586061,0.2302456334,0.24873929,0.24873929,0.1050023926,0.00025138557,0.083969468,0.7072552,0.7415523,0.40655707,0.307627809,0.5973954488,0.47800007717449,0.491358193,0.478,0.12492,0.12364,0.52897050094,0.7344,0.5648,0.52872461
2 wk ahead,HHS Region 7,2010/2011,45,0,0,0,0,0,0,0.22247197,0.217943688,0.21831751,0.21831751,0.00357988052,0.00022905108,0.07633588,0.0958682,0.0634534,0.36029762,0.304477687,0.3249096692,0.564922320078,0.4510990758,0.566,0.0782,0.07848,0.44536570194,0.648,0.7165,0.47028533
2 wk ahead,HHS Region 7,2010/2011,46,0.012645,0.087992,0.013966,0.141408,0.037364,0.222102,0.28789079,0.550945782,0.25123794,0.25123794,0.823733599,0.905771352,0.106870232,0.54651964,0.68491488,0.52952624,0.515407179,0.9927931492,0.7741267652,0.787600533,0.774,0.24164,0.24474,0.60793603394,0.7645,0.8158,0.64417021
2 wk ahead,HHS Region 7,2010/2011,47,0,0.019347,0,0.036675,0.007344,0.019328,0.22736363,0.277663702,0.21819092,0.21819092,0.192196377,0.09800497294,0.099236644,0.65854273,0.84389761,0.43638698,0.377233828,0.8596697502,0.5619424781,0.555715328,0.562,0.08776,0.08852,0.53272133694,0.7259,0.7323,0.40641438
2 wk ahead,HHS Region 7,2010/2011,48,0.125349,0.116716,0.066674,0.11133,0.145372,0.289404,0.869523354748533,0.505191608,0.24150047,0.23697094,0.887214976,0.997374757,0.122137408,0.47083099,0.66262518,0.56792243,0.381435376,0.9240399356,0.57886985168,0.670564347,0.578,0.3227,0.31912,0.59885500294,0.7849,0.6396,0.50218617
2 wk ahead,HHS Region 7,2010/2011,49,0.365334,0.309405,0.475358,0.485379,0.426,0.34811,0.5240959575,0.7771090304,0.29863137,0.2938632,0.11251867858,0.0571045751,0.15267176,0.371820322,0.438944715,0.587667,0.750832102,0.9000760524,0.8443626797,0.707384488,0.88,0.42106,0.42146,0.68295330854,0.9377,0.8432,0.88878368
2 wk ahead,HHS Region 7,2010/2011,50,0.84202,0.548662,0.713393,0.5114,0.488038,0.501411,0.63750309,0.975513626,0.33914541,0.33439572,0.929291386,0.973740695,0.175572524,0.419073663,0.44569347502,0.77816506,0.388616032,0.866793142,0.768929852,0.564263932,0.822,0.51004,0.50462,0.70358307474,0.9322,0.9239,0.89779979
2 wk ahead,HHS Region 7,2010/2011,51,0.018643,0.040008,0.018644,0.069994,0.026681,0.091992,0.204903308,0.3287461461,0.32524788,0.32524788,0.01763272526,0.00038871669,0.129770996,0.01120477647,0,0.57291041,0.135473268,0.69038482,0.320520639,0.644746022,0.237745095,0.14758,0.14776,0.48553944634,0.6129,0.7242,0.12087508
2 wk ahead,HHS Region 7,2010/2011,52,0.008682,0.013961,0.00398,0.021309,0.014622,0.052645,0.3075127169852,0.1577484095,0.41917215,0.41917215,0.705822186,0.8445793119,0.129770996,0,0,0.45894653,0.085078731,0.7360667466,0.2428543764,0.571158952,0.160164274,0.18324,0.1829,0.44704373588,0.5633,0.6836,0.02268682
2 wk ahead,HHS Region 7,2011/2012,1,0.026641,0.067381,0.01662,0.052641,0.017963,0.076678,0.381826619,0.1221023185,0.38060882,0.38060882,0.592151125,0.61174491533,0.122137408,0.094560544,0.105019547,0.185579419,0.315337477,0.4791391072,0.2493918247,0.42598818,0.242484976,0.3366,0.3371,0.34636264274,0.6209,0.5516,0.17153285
2 wk ahead,HHS Region 7,2011/2012,2,0.023324,0.037971,0.021902,0.241394,0.025983,0.045311,0.3390352527,0.0687357935,0.317848728,0.317848728,0.4055848092,0.2272501592,0.137404584,0.10309477424,0.1979481294,0.46924287,0.521229676,0.299160761,0.3826401835,0.300454857,0.388663955,0.51306,0.51504,0.36205704214,0.774,0.3712,0.39699721
2 wk ahead,HHS Region 7,2011/2012,3,0.025965,0.101912,0.05527,0.179965,0.031969,0.249358,0.638967983311819,0.4108577452,0.369583802,0.369583802,0.36179312651,0.10143480012,0.198473288,0.6342389976,0.94021788898,0.78353498,0.863735266,0.5594195084,0.78729937345,0.3549894669,0.812500008,0.76098,0.7603,0.53124074988,0.9075,0.5818,0.94793962
2 wk ahead,HHS Region 7,2011/2012,4,0.031584,0.072568,0.180656,0.047294,0.03859,0.300072,0.7095656519764,0.6603949876,0.379171421,0.379171421,0.5198805009,0.41482425797,0.213740464,0.9940836463,0.99999998,0.73704579,0.889810157,0.8643963196,0.7198749061,0.334192604,0.738955815,0.76698,0.76876,0.53360970968,0.9318,0.7325,0.93706249
2 wk ahead,HHS Region 7,2011/2012,5,0.043847,0.133171,0.093237,0.320002,0.134611,0.40398,0.7132357094,0.8997811947,0.409690558,0.409690558,0.95900802306,0.96586630855,0.236641228,0.45418520227,0.88458809463,0.77016294,0.520147658,0.7678871704,0.72599706505234,0.400141495,0.726,0.819,0.81986,0.57417826868,0.7885,0.5849,0.20388222
2 wk ahead,HHS Region 7,2011/2012,6,0.021846,0.042342,0.049894,0.159222,0.060551,0.124559,0.6519605403,0.8390985869,0.4062779,0.4062779,0.58489568281,0.55449496351,0.22900764,0.18395786999,0.5395762563,0.609548567,0.304991513,0.8582073512,0.56799921104561,0.42202054,0.568,0.8323,0.83176,0.56499850768,0.5809,0.4501,0.18380288
2 wk ahead,HHS Region 7,2011/2012,7,0.978799,0.986738,0.871531,0.853635,0.959455,0.94683,0.7514952528,0.9098282334,0.526215478,0.526215478,0.19899876786,0.38405707789,0.259541992,0.55187247105,0.8904849648,0.566438418,0.777433522,0.783927312,0.81999893285302,0.683873678,0.82,0.88966,0.88878,0.68236103724,0.7374,0.5896,0.65792872
2 wk ahead,HHS Region 7,2011/2012,8,0.951509,0.979398,0.88553,0.892234,0.951495,0.799674,0.771844206219,0.9134912581,0.54312492,0.54312492,0.32694373322,0.35323660086,0.236641228,0.9926455175,0.9997118467,0.676704378,0.659699004,0.921814914,0.85999843982868,0.69840687,0.86,0.88508,0.88668,0.69124472688,0.6614,0.7223,0.78674131
2 wk ahead,HHS Region 7,2011/2012,9,0.942708,0.875542,0.889457,0.634775,0.69952,0.799516,0.856809067497741,0.7460873789,0.56227437,0.56227437,0.35096585355,0.61985776631,0.198473288,0.23715902845,0.072312398,0.65245867,0.238644404,0.6656793084,0.737367452802,0.8289814289,0.736,0.84382,0.84014,0.69499556584,0.44,0.5869,0.27026818
2 wk ahead,HHS Region 7,2011/2012,10,0.285427,0.488108,0.293377,0.42473,0.377336,0.278765,0.13444057328,0.0465161553,0.42970121,0.42970121,0.00899996104,0.00104708956,0.129770996,0.007523004,0,0.40928552,0.092687592,0.156106626,0.34975558934,0.660715832,0.346,0.54044,0.54502,0.57141447744,0.1082,0.2874,0.00797742
2 wk ahead,HHS Region 7,2011/2012,11,0.226061,0.362114,0.149365,0.418802,0.083374,0.250075,0.0890366857,0.0054570633,0.31558717,0.31558717,0.04356775074,0.08795364108,0.091603056,0,0,0.31772189,0.059592775,0.0671398698,0.255640484065,0.6016586205,0.252,0.14392,0.14184,0.48317047994,0.0876,0.3044,0.00941333
2 wk ahead,HHS Region 7,2011/2012,12,0.218054,0.398008,0.120025,0.216055,0.10731,0.198704,0.05346273345,0.0639004139,0.26733844,0.26733844,0.0837563081,0.14406874518,0.068702292,0,0,0.23637114,0.42555779,0.2037033654,0.38246073237,0.402086314,0.382,0.081,0.08,0.42483466294,0.148,0.292,0.0973903
2 wk ahead,HHS Region 7,2011/2012,13,0.216013,0.526094,0.158695,0.204049,0.083323,0.196683,0.00219128803570647,0.2187991183,0.2739043,0.2739043,0.067253376,0.09498857026,0.061068704,0,0,0.24493268,0.35342924,0.2695275562,0.424000022724191,0.3890969,0.424,0.0454,0.04536,0.4564208819,0.1416,0.4316,0.45564095
2 wk ahead,HHS Region 7,2011/2012,14,0.48868,0.606728,0.322679,0.331421,0.232038,0.24607,0.15801490599,0.52257572,0.29488362,0.29488362,0.0549687458,0.11425435024,0.061068704,0,0,0.27095452,0.47449245,0.1099723162,0.70400001710178,0.471551321,0.704,0.09398,0.0944,0.5361760908,0.1835,0.4872,0.50425205
2 wk ahead,HHS Region 7,2011/2012,15,0.58753,0.670061,0.42806,0.371384,0.287381,0.220045,0.5861933364,0.83975814,0.27116104,0.27116104,0.9350293,0.9970203243,0.053435116,0,0,0.22856315,0.39934194,0.2714634058,0.874000013143166,0.50722671,0.874,0.07076,0.07146,0.5126838708,0.6283,0.5732,0.82529586
2 wk ahead,HHS Region 7,2011/2012,16,0.906717,0.881338,0.860697,0.793408,0.79066,0.730178,0.646177875099,0.82881245,0.31816467,0.31816467,0.473492576,0.63201518971,0.061068704,0,0,0.30603628,0.47449245,0.6548433918,0.832000012881658,0.680184934,0.832,0.24842,0.24668,0.6471227039,0.4144,0.5287,0.84444189
2 wk ahead,HHS Region 7,2011/2012,17,0.875019,0.840034,0.852666,0.814689,0.786052,0.646039,0.412133594,0.86255961,0.24401638,0.24401638,0.85884518,0.63010614,0.053435116,0,0,0.25614096,0.55591304,0.5677329556,0.91199957412251,0.57672642,0.912,0.23858,0.23924,0.6023097439,0.5924,0.4104,0.7499083
2 wk ahead,HHS Region 7,2011/2012,18,0,0,0,0,0,0,0.0504301531843,0.6676861,0.18622059,0.18622059,0.6159329,0.7578998,0.03816794,0,0,0.19282945,0.3498601,0.3001622382,0.67334624888213,0.34533018,0.6733466,0.01524,0.01664,0.4428980294,0.3715,0.3278,0.44212878
2 wk ahead,HHS Region 7,2011/2012,43,0.051339,0.116703,0.045984,0.198696,0.117982,0.169383,0.250511735,0.3165807861,0.19095104,0.19095104,0.532031006,0.595122404,0.068702292,0.9492105,0.9301068,0.33166019,0.4879886,0.5721368622,0.58516898545385,0.379254517,0.585170316,0.08288,0.0823,0.43371829894,0.6134,0.464,0.60959284
2 wk ahead,HHS Region 7,2011/2012,44,0.030664,0.057325,0.012661,0.06797,0.042661,0.13069,0.235174405,0.1235992489,0.19519565,0.19519565,0.1448953645,0.0757064967,0.061068704,0.7317076,0.6548987,0.24506986,0.35342924,0.3297744956,0.32599991149919,0.32839691,0.326,0.02812,0.02984,0.3311617679,0.3105,0.242,0.24676812
2 wk ahead,HHS Region 7,2011/2012,45,0.02334,0.083329,0.02266,0.086004,0.027301,0.092023,0.1660895965221,0.1489722961,0.21769364,0.21769364,0.08541873,0.0305574384,0.068702292,0.4734955,0.4139463,0.27345636,0.42555779,0.1871519856,0.533947500699,0.4174243113,0.53507014,0.0617,0.06284,0.38475965394,0.5669,0.6939,0.28523342
2 wk ahead,HHS Region 7,2011/2012,46,0.00534,0.01668,0.006001,0.038654,0.005321,0.028007,0.43856077,0.281225366,0.18995226,0.18995226,0.433304992,0.57361683,0.07633588,0.7162767,0.7363011,0.34409355,0.49768663,0.0686944534,0.40665843533,0.475095051,0.406,0.0865,0.08602,0.41792518694,0.4747,0.6035,0.2575706
2 wk ahead,HHS Region 7,2011/2012,47,0.00332,0.01068,0.00266,0.022643,0,0.00332,0.1147144531,0.112051728,0.14394434,0.14394434,0.0204131666,0.01551488554,0.061068704,0.2270293,0.2224907,0.23784772,0.237103227,0.2589346224,0.162659261,0.231200738,0.162,0.01436,0.01454,0.25574966894,0.2896,0.3584,0.11075887
2 wk ahead,HHS Region 7,2011/2012,48,0.083985,0.231343,0.098667,0.214646,0.250048,0.214066,0.999236520788524,0.474730685,0.22588926,0.22564397,0.860284265,0.987280713,0.106870232,0.58487866,0.85788758,0.41518768,0.77215123,0.8679957438,0.755202821966,0.6726732763,0.756,0.31234,0.3164,0.53676832894,0.8948,0.7652,0.90032402
2 wk ahead,HHS Region 7,2011/2012,49,0.184657,0.192735,0.149973,0.130011,0.125988,0.179381,0.999589233332177,0.6300637777,0.21506795,0.21218954,0.8705723706,0.99719086006,0.106870232,0.64890881,0.90051231,0.49209622,0.77215123,0.9070569348,0.7713269552,0.428520522,0.856,0.29754,0.29138,0.48060408734,0.9266,0.7836,0.88191894
2 wk ahead,HHS Region 7,2011/2012,50,0.966679,0.888146,0.924718,0.658844,0.976079,0.701463,0.882672489392164,0.9318511683,0.28947914,0.2860156,0.719526698,0.752979849,0.145038172,0.19087266,0.203832733,0.64204422,0.749568368,0.8795020696,0.720750193,0.534670135,0.772635814,0.49342,0.49506,0.60507354284,0.8962,0.8673,0.86120138
2 wk ahead,HHS Region 7,2011/2012,51,0.038663,0.113347,0.02058,0.095975,0.03798,0.127985,0.3911574487459,0.156212822,0.29312435,0.29312435,0.1020601404,0.06863554315,0.11450382,0.21725118,0.087168964,0.243343565,0.448846562,0.6393060566,0.40947581,0.540709538,0.383811996,0.24216,0.23982,0.42305793254,0.7892,0.8337,0.16689079
2 wk ahead,HHS Region 7,2011/2012,52,0.03002,0.099926,0.02132,0.06866,0.027983,0.101337,0.5016897296,0.1192844877,0.39734565,0.39734565,0.25747496115,0.41967041204,0.11450382,0.046280317,0.0095047743,0.41632147,0.114981946,0.6323544942,0.2762647291,0.430031693,0.243298974,0.18858,0.18654,0.36087255574,0.5357,0.6702,0.06666369
2 wk ahead,HHS Region 7,2012/2013,1,0.029832,0.029172,0.015942,0.017841,0.02052,0.063791,0.513062929740554,0.580718225,0.843904116,0.843904116,0.00177228833,0.00116326727,0.396946576,0.37687002763,0.66800772656,0.820608631,0.441749269,0.0046007452,0.2942544202,0.99645133402,0.266,0.87248,0.8697,0.91155859474,0.6069,0.4798,0.96293468
2 wk ahead,HHS Region 7,2012/2013,2,0.107149,0.363235,0.132611,0.316653,0.151851,0.195185,0.782195098030509,0.8461062575,0.842915542,0.842915542,0.08697763759,0.00943574153,0.404580164,0.8993398047,0.9702816389,0.886991288,0.921999861,0.1542754282,0.4186785668,0.983682097,0.396,0.84048,0.84052,0.88895467044,0.7192,0.3448,0.96338593
2 wk ahead,HHS Region 7,2012/2013,3,0.917981,0.898457,0.468036,0.602095,0.474139,0.549321,0.786253017219836,0.7166408375,0.791818325,0.791818325,0.22156731053,0.00242139385,0.396946576,0.922388571,0.9887191961,0.827013579,0.912829779,0.1873278906,0.41038841049,0.96504504,0.388,0.86664,0.86466,0.86072452368,0.6607,0.1668,0.96292513
2 wk ahead,HHS Region 7,2012/2013,4,0.083225,0.085843,0.139259,0.32669,0.215925,0.270503,0.491018833783152,0.5653672799,0.635813639,0.635813639,0.77100523766,0.16214405835,0.328244284,0.9599598297,0.8943332896,0.675055558,0.598765904,0.3096865482,0.29230010608,0.6935135339,0.274,0.74698,0.74664,0.76162274658,0.5312,0.2312,0.94812131
2 wk ahead,HHS Region 7,2012/2013,5,0.20792,0.244598,0.187258,0.215186,0.16067,0.257922,0.046978178,0.2238459579,0.481240379,0.481240379,0.43248016762,0.04947238438,0.259541992,0.7919166832,0.5338279051,0.397497291,0.560336547,0.3423367412,0.16000118990545,0.506974838,0.16,0.6237,0.62528,0.62491361868,0.3812,0.1781,0.01595484
2 wk ahead,HHS Region 7,2012/2013,6,0.317361,0.555478,0.428053,0.441305,0.443413,0.231969,1.49507179153806e-08,0.3934608549,0.450336471,0.450336471,0.69690277862,0.33334151366,0.236641228,0.918012534,0.8648093354,0.394622874,0.829819722,0.5067065386,0.258000841605378,0.502051104,0.258,0.63274,0.63146,0.57753431568,0.4222,0.2021,0.06483767
2 wk ahead,HHS Region 7,2012/2013,7,0.054379,0.055918,0.16998,0.273432,0.193314,0.331372,0.008855272847191,0.2421554573,0.351507982,0.351507982,0.0803120333,0.15591105607,0.183206112,0.318004682,0.251269092,0.381627958,0.755108968,0.5162853774,0.248000607117398,0.421376528,0.248,0.57832,0.57584,0.46342908148,0.3727,0.2568,0.68179723
2 wk ahead,HHS Region 7,2012/2013,8,0.828182,0.852649,0.54207,0.559468,0.6661,0.542102,0.2996320208,0.6656229837,0.389964818,0.389964818,0.38241131876,0.5596357417,0.175572524,0.7914271453,0.830110344,0.47959351,0.8217134,0.799925605,0.486000238254406,0.5451007761,0.486,0.57588,0.58154,0.52403513848,0.4717,0.4337,0.93780778
2 wk ahead,HHS Region 7,2012/2013,9,0.111599,0.072444,0.424062,0.412733,0.506073,0.462127,0.414870152,0.705288608,0.390343384,0.390343384,0.45879101206,0.535731855,0.145038172,0.2595819758,0.278130239,0.44978211,0.703544882,0.9083014296,0.66156397551,0.6094298583,0.662,0.60562,0.60396,0.50004935588,0.5181,0.6556,0.90626937
2 wk ahead,HHS Region 7,2012/2013,10,0.033309,0.035288,0.160002,0.204003,0.171978,0.099339,0.214494221,0.706913221,0.39067365,0.39067365,0.10431624291,0.34799726573,0.11450382,0,0,0.38345926,0.38024645,0.6770432894,0.49074695322,0.556612632,0.49,0.26582,0.26522,0.47764288184,0.3141,0.6604,0.30930468
2 wk ahead,HHS Region 7,2012/2013,11,0.055349,0.044958,0.31535,0.279368,0.50138,0.363412,0.489558225,0.78305192,0.46116601,0.46116601,0.24275595398,0.69518471908,0.11450382,0,0,0.43411475,0.517298188,0.701208253,0.756871919883,0.8165800492,0.756,0.44254,0.44254,0.60438258394,0.4621,0.7932,0.48810921
