target,location,season,calendar_week,CU_EAKFC_SEIRS,CU_EAKFC_SIRS,CU_EKF_SEIRS,CU_EKF_SIRS,CU_RHF_SEIRS,CU_RHF_SIRS,CUBMA,Delphi_BasisRegression,Delphi_EmpiricalFutures,Delphi_EmpiricalTrajectories,Delphi_ExtendedDeltaDensity,Delphi_MarkovianDeltaDensity,Delphi_Uniform,FluOutlook_Mech,FluOutlook_MechAug,FluX_ARLR,FluX_LSTM,LANL_DBMplus,Protea_Cheetah,Protea_Kudu,Protea_Springbok,ReichLab_kcde_backfill_none,ReichLab_kcde_backfill_post_hoc,ReichLab_kde,ReichLab_sarima_seasonal_difference_FALSE,ReichLab_sarima_seasonal_difference_TRUE,UA_EpiCos
2 wk ahead,HHS Region 2,2017/2018,18,0.012642,0.113295,0.060004,0.060628,0.01864,0.375378,0.470089920391487,0.556251953,0.55826431,0.66051096,0.55041156693,0.45325857462,0.15267176,0,0,0.627457138,0.090174904,0.6359161956,0.342000848898855,0.793758449,0.342,0.88134,0.87684,0.785890456017,0.2284,0.2992,0.0093852
2 wk ahead,HHS Region 2,2017/2018,43,0.583433,0.662193,0.466678,0.625357,0.573343,0.474899,0.4636519710692,0.9396999922,0.612213444,0.67504638,0.61581410491,0.617506818,0.183206112,0.47700419,0.88093947,0.694550727,0.458492632,0.5881183384,0.660000475457041,0.82081038593,0.66,0.83544,0.8371,0.692392986447,0.6139,0.5701,0.15520189
2 wk ahead,HHS Region 2,2017/2018,44,0.799385,0.643403,0.752017,0.576148,0.692764,0.759504,0.312175108158746,0.9614936003,0.704046262,0.763169615,0.73525623004,0.90446932684,0.213740464,0.347111045,0.77881601,0.7441732176,0.462493092,0.6856415198,0.580001084171768,0.97298483266,0.58,0.83826,0.8412,0.753662716634,0.6959,0.5854,0.20671603
2 wk ahead,HHS Region 2,2017/2018,45,0.67421,0.539404,0.511433,0.454824,0.600842,0.741108,0.2993591731,0.8924461255,0.632440753,0.675746058,0.5867479933,0.29992897597,0.213740464,0.40119703,0.145350934,0.46382007146,0.393616445,0.3867237494,0.3046080668571,0.88011058747,0.298,0.78744,0.78464,0.729034963247,0.6364,0.4389,0.18420862
2 wk ahead,HHS Region 2,2017/2018,46,0.198708,0.262709,0.200139,0.288037,0.274006,0.42016,0.25324341734,0.8588470749,0.684275757,0.726213836,0.38419220357,0.47664931826,0.22900764,0.0396168618,0.124464394,0.51665618086,0.167867205,0.374576298,0.21560721816,0.87815135474,0.208,0.8008,0.8032,0.744255031034,0.552,0.3812,0.06853105
2 wk ahead,HHS Region 2,2017/2018,47,0.302674,0.382704,0.292716,0.38934,0.395952,0.538708,0.3536643816,0.8569675071,0.717488342,0.7795299576,0.3712326859,0.51894086323,0.244274816,0.42006256,0.228094002,0.31325134066,0.46649304,0.4408823594,0.443529761837,0.92508735013,0.438,0.7845,0.7866,0.759734755234,0.6391,0.4495,0.332779
2 wk ahead,HHS Region 2,2017/2018,48,0.508669,0.526114,0.48807,0.489401,0.615387,0.610125,0.351073285,0.9462007503,0.705525996,0.750100851,0.54730948974,0.54488376144,0.274809168,0.3756007067,0.397154384898,0.5361817155,0.634740511,0.3927534658,0.5082019675734,0.87399185789,0.504,0.85332,0.85434,0.799003315884,0.7376,0.6173,0.78853615
2 wk ahead,HHS Region 2,2017/2018,49,0.670713,0.70538,0.634642,0.660806,0.684015,0.712681,0.7428917594806,0.9728467792,0.647805748,0.685796207,0.51368111269,0.41575125658,0.328244284,0.53152347456,0.78012925574,0.77210064502,0.891816767,0.3705955798,0.713720335,0.699775628,0.708,0.85822,0.8591,0.857736377704,0.8025,0.5523,0.95013888
2 wk ahead,HHS Region 2,2017/2018,50,0.309907,0.389385,0.299292,0.403273,0.293324,0.348074,0.34459008855,0.9763076321,0.562396455,0.602867771,0.44791933604,0.50533419634,0.34351146,0.0632524891,0.40234863,0.71308072457,0.707960367,0.2882703128,0.60278602892,0.5970367055,0.592,0.78684,0.78766,0.854420705804,0.7365,0.3703,0.92589503
2 wk ahead,HHS Region 2,2017/2018,51,0.169835,0.257928,0.283958,0.336662,0.187144,0.269945,0.732993677428978,0.9780885812,0.741069303,0.779459554,0.90387265309,0.89480552994,0.374045812,0.06687296205,0.84804811703,0.789830663,0.56055201,0.6367122756,0.705604255182,0.87838044841,0.664,0.64636,0.64902,0.868552198604,0.697,0.6313,0.75659348
2 wk ahead,HHS Region 2,2017/2018,52,0.860062,0.926751,0.690025,0.642742,0.705281,0.662858,0.999999968037936,0.984019786,0.832273131,0.870790358,0.98680027199,0.9762073892,0.450381692,0.90267814028,0.96899954201,0.85016209407,0.921786877,0.8232524784,0.92274262024,0.9886182633,0.908,0.75852,0.76198,0.914192386724,0.8527,0.7852,0.96621377
2 wk ahead,HHS Region 2,2018/2019,1,0.569214,0.704722,0.370001,0.498141,0.291307,0.518063,0.871763565296982,0.7967959879,0.634773392,0.688917879,0.26695678533,0.10516676492,0.358778636,0.05446197068,0.23260400262,0.14575657854,0.854439781,0.5067610684,0.46957464987,0.93225754,0.458,0.84854,0.85022,0.798693717351,0.5493,0.2746,0.95013294
2 wk ahead,HHS Region 2,2018/2019,2,0.812719,0.890122,0.6554,0.684143,0.548794,0.662244,0.972545731162884,0.9246351261,0.647806274,0.704127024,0.86387438394,0.72378429596,0.374045812,0.72447251898,0.64045942472,0.51019716239,0.912971664,0.6202457136,0.72103845909,0.92269614,0.716,0.9226,0.92464,0.802998082691,0.6516,0.3372,0.96151663
2 wk ahead,HHS Region 2,2018/2019,3,0.678063,0.763482,0.606745,0.600812,0.586003,0.674768,0.398019683320408,0.8766102398,0.650056809,0.705970328,0.62236789022,0.55093796203,0.374045812,0.93875966353,0.183711783575,0.80558680128,0.791479563,0.475352268,0.42172799938,0.8905461194,0.41,0.92038,0.92166,0.796786200301,0.5757,0.2539,0.96150639
2 wk ahead,HHS Region 2,2018/2019,4,0.472702,0.516006,0.659316,0.600766,0.71402,0.835498,0.483236211,0.9723651098,0.66347273,0.716111771,0.7385852641,0.63212911439,0.389312988,0.512245577167,0.195580149,0.53771360536,0.900583034,0.4858732694,0.372078515999,0.9346795269,0.358,0.90214,0.9006,0.816929827884,0.5738,0.3182,0.9161547
2 wk ahead,HHS Region 2,2018/2019,5,0.501401,0.512082,0.452686,0.556746,0.531397,0.705458,0.904635498919764,0.9805900781,0.690947709,0.74310596,0.64967315896,0.63626853468,0.396946576,0.157128409,0.2191859684,0.50590328087,0.908785103,0.5715198312,0.528002350823492,0.910144974,0.528,0.8571,0.85668,0.833438198984,0.6813,0.5074,0.8673729
2 wk ahead,HHS Region 2,2018/2019,6,0.656131,0.719531,0.586721,0.6489,0.751457,0.786748,0.999999852242286,0.980454104,0.715196869,0.763187015,0.55429764036,0.63258254603,0.374045812,0,0.00067747348,0.41687853971,0.812582414,0.6515069836,0.7320011879501,0.9260470346,0.732,0.71036,0.70926,0.820135641451,0.7043,0.6884,0.84746394
2 wk ahead,HHS Region 2,2018/2019,7,0.413975,0.471443,0.310632,0.493549,0.34208,0.57875,1.00000002006571,0.8560333445,0.702819687,0.741206744,0.17734976058,0.53260313554,0.320610696,0,0.0001393791,0.09330832477,0.550157034,0.4802105146,0.624001764114084,0.8827838728,0.624,0.5383,0.53962,0.768223644864,0.638,0.7985,0.25478159
2 wk ahead,HHS Region 2,2018/2019,8,0.539273,0.623584,0.375959,0.504113,0.50268,0.628827,0.998684453027158,0.895497124,0.701894634,0.749934448,0.3580277809,0.37037959012,0.30534352,0,0.0013895979,0.01125859021,0.688190132,0.509882584,0.49600277028623,0.878976609,0.496,0.52,0.51878,0.775084639024,0.589,0.7296,0.32872676
2 wk ahead,HHS Region 2,2018/2019,9,0.670726,0.634823,0.613472,0.671441,0.670115,0.649468,0.97559021702142,0.9745499812,0.729899214,0.773648632,0.65870742324,0.62890093196,0.30534352,0.2987137039,0.4635432114,0.11230775307,0.859726561,0.5756304702,0.54882014678,0.857057312,0.544,0.59594,0.59782,0.816001059234,0.6308,0.6367,0.94205284
2 wk ahead,HHS Region 2,2018/2019,10,0.517446,0.63076,0.623433,0.612074,0.508082,0.754103,0.993908754630188,0.9688906649,0.791742433,0.83316257,0.65737778833,0.81628384543,0.290076344,0.5013702745,0.68929072836,0.36432876083,0.836819865,0.5211948724,0.668562596763,0.9710093498,0.664,0.58804,0.58274,0.831031337134,0.6697,0.6821,0.94304747
2 wk ahead,HHS Region 2,2018/2019,11,0.852082,0.863456,0.711447,0.796195,0.626102,0.727522,0.981390164685485,0.9699413218,0.739011785,0.788767106,0.50821648496,0.75327407973,0.274809168,0.8082124481,0.7255407635,0.56265777922,0.605555038,0.5357324914,0.64371006935,0.900523947,0.64,0.52662,0.52974,0.845642180634,0.5503,0.4613,0.81917897
2 wk ahead,HHS Region 2,2018/2019,12,0.59471,0.745925,0.401417,0.464839,0.647409,0.760086,0.94553252544,0.9551071936,0.710063098,0.761548401,0.26078578145,0.21548135604,0.251908404,0.8403776727,0.78528065435,0.36728166202,0.602555135,0.502831789,0.50167468521,0.895130753,0.496,0.52444,0.51552,0.848228822387,0.4116,0.3343,0.16396179
2 wk ahead,HHS Region 2,2018/2019,13,0.841439,0.868839,0.547454,0.634182,0.716023,0.760052,0.985003971260277,0.9714931664,0.714325443,0.770965082,0.49534726794,0.57965625655,0.236641228,0.88706737972,0.60025128534,0.4082951993,0.534369884,0.6074316258,0.644000185440148,0.92129807,0.644,0.58444,0.58794,0.852992584847,0.5021,0.5417,0.24405991
2 wk ahead,HHS Region 2,2018/2019,14,0.292547,0.422729,0.374013,0.614786,0.604046,0.644139,0.771552101407645,0.9643595073,0.753309973,0.827352987,0.45308970796,0.80596772249,0.221374052,0.7960718366,0.6579986135,0.39005337237,0.532369912,0.6383442218,0.722000186940961,0.976001992,0.722,0.6459,0.64428,0.854840150547,0.5954,0.6909,0.63890863
2 wk ahead,HHS Region 2,2018/2019,15,0.314724,0.414008,0.256689,0.390137,0.26072,0.380078,0.70147912312764,0.8060629432,0.695969735,0.763978804,0.30379080112,0.30855560182,0.183206112,0.4027882868,0.4035032272,0.28747414284,0.323432104,0.5584510274,0.522000255629471,0.896247218,0.522,0.65352,0.65198,0.796506560867,0.3598,0.4515,0.31648804
2 wk ahead,HHS Region 2,2018/2019,16,0.025803,0.109994,0.068673,0.138646,0.121317,0.332701,0.28236441702005,0.667819221,0.57029535,0.64566586,0.2321143339,0.18612157671,0.167938936,0.34403838857,0.24833413,0.19120391669,0.121992172,0.54693764,0.410000281131335,0.76851301,0.41,0.66942,0.66458,0.776722497417,0.1776,0.1527,0.05203529
2 wk ahead,HHS Region 2,2018/2019,17,0.15598,0.236718,0.253361,0.301404,0.250641,0.308738,0.67248731722,0.7293409705,0.650140509,0.718652196,0.4336509407,0.52627293661,0.167938936,0.400398461,0.399968094,0.18765289825,0.321431582,0.7134162424,0.42000132730322,0.836608244,0.42,0.8355,0.84182,0.800651170017,0.3248,0.3904,0.15210023
2 wk ahead,HHS Region 2,2018/2019,18,0.953397,0.967597,0.92347,0.913503,0.874778,0.8848,0.849085762,0.9042115616,0.64675962,0.750950234,0.80998115854,0.63052662049,0.183206112,0.64749972,0.64873225,0.4865059817,0.708884615,0.8269008758,0.75000036766985,0.857254216,0.75,0.94954,0.94902,0.853332134417,0.6886,0.7118,0.88330125
2 wk ahead,HHS Region 2,2018/2019,43,0.556802,0.440119,0.416835,0.472781,0.504161,0.704982,0.321835718084576,0.8084106115,0.625395328,0.710679608,0.25269837014,0.69735341558,0.198473288,0.0938944,0.25694922,0.37437856881,0.096174939,0.536718333,0.346010582631937,0.9571482657,0.346,0.84992,0.84958,0.733788730967,0.4504,0.3101,0.06814475
2 wk ahead,HHS Region 2,2018/2019,44,0.529994,0.554752,0.439396,0.501451,0.702678,0.772785,0.64118163869147,0.8798055608,0.666870079,0.739552696,0.44491589766,0.54303058646,0.213740464,0.4806781506,0.5128368896,0.32090705628,0.235298303,0.3934140962,0.318011916545072,0.9765945184,0.318,0.82816,0.83258,0.747311036547,0.5608,0.3968,0.22728709
2 wk ahead,HHS Region 2,2018/2019,45,0.650051,0.56199,0.555392,0.558048,0.793381,0.73131,0.612824854024468,0.9610728334,0.670375599,0.728993766,0.57638687787,0.47525526089,0.236641228,0.63033203,0.62661747529,0.53255975455,0.534369884,0.5317595306,0.3776380499201,0.98193378897,0.37,0.8765,0.87538,0.776203186047,0.629,0.4163,0.5226792
2 wk ahead,HHS Region 2,2018/2019,46,0.143299,0.26603,0.114668,0.272067,0.240719,0.432888,0.326257692301572,0.6482416536,0.614555328,0.655387746,0.16498172838,0.21462614125,0.213740464,0.2792117,0.3555846191,0.20037441632,0.125882773,0.2237101228,0.1041899772272,0.91050796395,0.094,0.7555,0.75698,0.693601376634,0.3434,0.2184,0.02001924
2 wk ahead,HHS Region 2,2018/2019,47,0.201965,0.307395,0.186723,0.291387,0.198724,0.427382,0.2752950145,0.8931638343,0.713810748,0.773694057,0.24889840827,0.35996422733,0.251908404,0.7608994085,0.51395853633,0.36661728895,0.398616448,0.4120252654,0.4586300436999,0.98316444301,0.452,0.8074,0.80486,0.766076459774,0.6045,0.4674,0.25315038
2 wk ahead,HHS Region 2,2018/2019,48,0.587338,0.566113,0.423462,0.526113,0.652073,0.650093,0.416991747,0.9314960949,0.699694624,0.750205602,0.51786451027,0.52562222421,0.282442756,0.9593182754,0.8981816252,0.36110822937,0.835819854,0.705486757,0.4900709661806,0.97050068679,0.484,0.88186,0.8787,0.799582548767,0.7451,0.5817,0.863739
2 wk ahead,HHS Region 2,2018/2019,49,0.780038,0.788719,0.583413,0.573462,0.663321,0.566874,0.3709599852,0.9771138967,0.651000569,0.693291044,0.40065686978,0.24971912352,0.335877872,0.995436242801,0.94867327772,0.86524271692,0.851514716,0.6061004206,0.7021622551,0.944209719,0.656,0.92022,0.92176,0.854470660904,0.7534,0.4456,0.93040107
2 wk ahead,HHS Region 2,2018/2019,50,0.911345,0.928828,0.687407,0.746818,0.753319,0.744864,0.54652048642,0.9817649849,0.621390474,0.655338291,0.60314757034,0.61997886258,0.374045812,0.806871521,0.5552908551056,0.83696632661,0.906259678,0.6284331904,0.74998387129,0.9317984568,0.722,0.9147,0.91866,0.875263351724,0.7519,0.4303,0.96040409
2 wk ahead,HHS Region 2,2018/2019,51,0.259885,0.324081,0.310679,0.443389,0.293824,0.334722,0.663846775213,0.9772347709,0.684757938,0.736302097,0.74586103268,0.77635894546,0.358778636,0.021337874342,0.015708501894,0.55200200841,0.747278313,0.6429708192,0.628463912597,0.95431364871,0.556,0.8479,0.84776,0.839959671184,0.6515,0.4109,0.51170499
2 wk ahead,HHS Region 2,2018/2019,52,0.132079,0.14199,0.184729,0.222642,0.114631,0.133837,0.488856335182792,0.6507200348,0.596141749,0.641190385,0.23240781786,0.1836096093,0.312977108,0.00010876949,0.007347675293,0.08554168755,0.475495398,0.4020070856,0.47583853267,0.9258431326,0.378,0.59444,0.59086,0.745882891884,0.4811,0.3017,0.69039354
2 wk ahead,HHS Region 3,2010/2011,1,0.015943,0.018544,0.0053,0.04388,0.00998,0.044554,0.929284714,0.7630498078,0.542162295,0.542162295,0.8644045692,0.99776559709,0.251908404,0.998910347,1.0000001085,0.6367593424,0.357879079,0.9864658044,0.864987326129,0.50949789126,0.878,0.77838,0.77412,0.4968907178,0.8546,0.9001,0.35240168
2 wk ahead,HHS Region 3,2010/2011,2,0.053887,0.15461,0.04925,0.10529,0.089299,0.112001,0.83844562,0.9215172166,0.565123154,0.565123154,0.87656924326,0.74614605317,0.30534352,0.99999995375,1.0000000364,0.962144553,0.67066823,0.9768869494,0.938239215564,0.59302771853,0.952,0.74406,0.74164,0.6111933264,0.907,0.8774,0.94108523
2 wk ahead,HHS Region 3,2010/2011,3,0.113292,0.205959,0.197862,0.275932,0.122577,0.27263,0.984382075309114,0.6448315157,0.594759312,0.594759312,0.02294632556,0.00100417333,0.335877872,0.9952750797,0.9999200787,0.9189497136,0.639763389,0.8602354004,0.811202788914,0.64607486503,0.818,0.67896,0.67958,0.6559075995,0.8265,0.7809,0.34539839
2 wk ahead,HHS Region 3,2010/2011,4,0.121856,0.238627,0.177298,0.223281,0.103235,0.222651,0.1320188914,0.6911935374,0.511016984,0.511016984,0.85741539138,0.06561323904,0.312977108,0.5489594316,0.6460369336,0.58368519389,0.181375415,0.7011913618,0.27412982709,0.5197133855,0.264,0.53474,0.52704,0.58108776802,0.6298,0.7596,0.01923966
2 wk ahead,HHS Region 3,2010/2011,5,0.716787,0.65675,0.452109,0.437988,0.624839,0.619404,0.08534170926,0.3773199149,0.416632109,0.414381251,0.00775785092,0.00090828589,0.30534352,0.0802100382,0.056290397,0.30783562836,0.125914154,0.7256371156,0.192000530074963,0.37403461408,0.192,0.42338,0.42724,0.53834763494,0.5785,0.8514,0.61724896
2 wk ahead,HHS Region 3,2010/2011,6,0.829653,0.765469,0.606118,0.374058,0.75476,0.598774,0.024425952090787,0.3707567471,0.390140869,0.390140869,0.57601167829,0.32331218521,0.274809168,0.200099789,0.1435417834,0.21796782199,0.16288193,0.2861626456,0.152000324952471,0.26124090439,0.152,0.32076,0.32128,0.45819764298,0.5554,0.7939,0.88670389
2 wk ahead,HHS Region 3,2010/2011,7,0.815438,0.761387,0.343383,0.704085,0.678189,0.687363,0.25044910177,0.0601947645,0.347439578,0.347439578,0.00460817811,0.00483605334,0.22900764,0.393174419,0.086867804,0.11991462276,0.078919063,0.1938353352,0.088000781395614,0.3674758209,0.088,0.19944,0.19826,0.34300662398,0.3502,0.4536,0.38221144
2 wk ahead,HHS Region 3,2010/2011,8,0.671465,0.656758,0.305436,0.357425,0.357367,0.465392,0.2463305861,0.1213502776,0.271739343,0.271739343,0.7741102994,0.72563036556,0.198473288,0.760820262,0.137643343,0.05383116507,0.030050334,0.0635404414,0.054000728487691,0.309883621,0.054,0.1869,0.183,0.2647320192,0.2775,0.3962,0.12409794
2 wk ahead,HHS Region 3,2010/2011,9,0.538054,0.532064,0.346749,0.255397,0.232032,0.356097,0.346123842,0.052741886,0.212655839,0.212655839,0.1535619458,0.22685452055,0.15267176,0.04004092,0.008805644,0.0950029665,0.067618652,0.0586043842,0.051355688557,0.1728647477,0.05,0.15978,0.16132,0.1552660089,0.2547,0.4315,0.13009342
2 wk ahead,HHS Region 3,2010/2011,10,0.198,0.444038,0.037347,0.161359,0.04069,0.188054,0.3247815659,0.0322245784,0.177865262,0.177865262,0.08787756228,0.16569286293,0.129770996,0,0,0.175461565,0.154863227,0.0697084744,0.0190037093609,0.11014155841,0.018,0.06908,0.0688,0.11568453914,0.1873,0.4418,0.14795313
2 wk ahead,HHS Region 3,2010/2011,11,0.14868,0.385402,0.058666,0.140029,0.035362,0.121334,0.00883176479836783,0.0828801091,0.187816583,0.187816583,0.71226955049,0.86320884,0.11450382,0,0,0.25747838,0.114981946,0.115289697,0.0504011397859,0.07819199856,0.05,0.0819,0.08276,0.10729443896,0.1602,0.3876,0.16105337
2 wk ahead,HHS Region 3,2010/2011,12,0.480019,0.549354,0.400644,0.378073,0.166677,0.234019,0.91637847256802,0.189717939,0.238641475,0.238641475,0.20031820823,0.3970302664,0.11450382,0,0,0.370536257,0.253216947,0.2804723676,0.319855420065,0.1079462075,0.322,0.20856,0.20324,0.15220610416,0.294,0.5356,0.45704043
2 wk ahead,HHS Region 3,2010/2011,13,0.122007,0.081345,0.01134,0.057323,0.034663,0.083357,0.956191262722664,0.2791494987,0.24837238,0.24837238,0.33955407334,0.57384329242,0.106870232,0,0,0.46757501,0.3130219,0.467121579,0.605999606363831,0.13628054634,0.606,0.28856,0.29082,0.15319317552,0.3824,0.6491,0.76129483
2 wk ahead,HHS Region 3,2010/2011,14,0,0,0,0,0,0,0.55997473616286,0.1492500482,0.21848644,0.21848644,0.01952806851,0.06120026763,0.091603056,0,0,0.33306694,0.249439762,0.449145526,0.497999645729121,0.0284161112,0.498,0.26362,0.2642,0.13197117522,0.2203,0.4182,0.34736186
2 wk ahead,HHS Region 3,2010/2011,15,0,0,0,0,0,0,0.248550404,0.0131642931,0.19056026,0.19056026,0.00159702245,0.00020595675,0.068702292,0,0,0.22509301,0.107945792,0.0299139674,0.067999965735609,0.0052118521,0.068,0.0479,0.04838,0.05557201572,0.0278,0.1069,0.00733513
2 wk ahead,HHS Region 3,2010/2011,16,0,0,0,0,0,0,0.866854704926236,0.2206476172,0.19757349,0.19757349,0.835540579,0.850804431,0.07633588,0,0,0.2626539,0.245263269,0.1872022666,0.131999939093475,0.0393142087,0.132,0.13008,0.13292,0.12516039462,0.2229,0.2833,0.15512637
2 wk ahead,HHS Region 3,2010/2011,17,0,0,0,0,0,0,0.06441878659018,0.098508405,0.15702852,0.15702852,0.0621526489,0.00599276002,0.068702292,0,0,0.28446225,0.189815819,0.047789444,0.038000134772053,0.095492391,0.038,0.0558,0.05318,0.10561642508,0.1104,0.2593,0.05030422
2 wk ahead,HHS Region 3,2010/2011,18,0,0,0,0,0,0,0.706844614077076,0.3307059651,0.20634331,0.20634331,0.94513585,0.85634823,0.07633588,0,0,0.39830526,0.304477687,0.2749244846,0.125999897634041,0.071157204,0.126,0.29972,0.30348,0.21192380068,0.2626,0.396,0.42391379
2 wk ahead,HHS Region 3,2010/2011,43,0,0,0,0,0,0,0.38146584423655,0.0301281429,0.158466733,0.158466733,0.478636531,0.429662568,0.099236644,0.9999478,0.9999477,0.39848125,0.196862136,0.4713746526,0.3259991769091,0.1107006442,0.326,0.25008,0.25266,0.20155957852,0.5433,0.3437,0.53380058
2 wk ahead,HHS Region 3,2010/2011,44,0,0,0,0,0,0,0.0380337789871047,0.0064548,0.147301379,0.147301379,0.2804283911,0.15556612044,0.099236644,0.9693486,0.19042675,0.36652735,0.044217577,0.6027924916,0.205999621534295,0.08692930664,0.206,0.23408,0.23488,0.17984403672,0.2444,0.351,0.10607174
2 wk ahead,HHS Region 3,2010/2011,45,0.33338,0.206075,0.261373,0.166741,0.234128,0.294749,0.2727089077,0.0852598222,0.155696239,0.155696239,0.7332213586,0.97775722322,0.11450382,0.23930241,0.06477696,0.38002689,0.114981946,0.2904032004,0.4134084717012,0.13974917545,0.416,0.3669,0.371,0.24370744022,0.5049,0.5544,0.38044394
2 wk ahead,HHS Region 3,2010/2011,46,0.00132,0,0.007342,0.00066,0.017351,0.039359,0.2833043118,0.043020437,0.177866431,0.177866431,0.3600739255,0.77133268927,0.11450382,0.68073793,0.04426659,0.43345908,0.152843895,0.729014454,0.407682071151,0.16296505792,0.41,0.30206,0.30172,0.22416345952,0.5302,0.6455,0.51511058
2 wk ahead,HHS Region 3,2010/2011,47,0,0.007343,0,0.026013,0,0.162742,0.41216778,0.0098387129,0.1725886,0.1725886,0.24757840828,0.17971605739,0.11450382,0.530865508,0.046953599,0.44665111,0.062616943,0.8425570008,0.221826803949,0.2035498651,0.222,0.1162,0.11474,0.18053498142,0.4331,0.4866,0.22772884
2 wk ahead,HHS Region 3,2010/2011,48,0,0.009345,0,0.011327,0.026021,0.047361,0.490932452,0.0395938926,0.188592432,0.188076734,0.64028730773,0.99737595968,0.122137408,0.149086114,0.01498129,0.50271542,0.21072538,0.5572616156,0.2654804193855,0.21060624173,0.266,0.2908,0.29616,0.1842858551,0.6466,0.4843,0.59744506
2 wk ahead,HHS Region 3,2010/2011,49,0.028654,0.202825,0.037988,0.117355,0.238784,0.375425,0.62074859425,0.37615018,0.256238262,0.256238262,0.841504028,0.841504028,0.167938936,0.942338744,0.994147805,0.6854426,0.591543855,0.8882596388,0.6596342967,0.3356258227,0.742,0.53296,0.52808,0.36669629126,0.8462,0.539,0.89774204
2 wk ahead,HHS Region 3,2010/2011,50,0.009321,0.265512,0.008642,0.149986,0.089992,0.340785,0.50508239981,0.7308556674,0.261443819,0.261443819,0.32490333242,0.35734234453,0.198473288,0.998098701,0.999955643,0.79172299,0.656667653,0.9775071316,0.67344736637,0.2835689991,0.774,0.63166,0.6311,0.45158425306,0.8686,0.7005,0.92426143
2 wk ahead,HHS Region 3,2010/2011,51,0.009921,0.10739,0.016622,0.132031,0.008624,0.127382,0.4440813279,0.273490091,0.21751126,0.21751126,0.00049942349,0.00050092727,0.167938936,0.226074098,0.041726776,0.6987797,0.069618654,0.9878988616,0.3526025447,0.11613505122,0.41,0.23328,0.22874,0.2638436349,0.5336,0.6537,0.15297128
2 wk ahead,HHS Region 3,2010/2011,52,0.005983,0.067276,0.00198,0.059297,0.009961,0.084647,0.9961311700673,0.2139730779,0.361036996,0.361036996,0.4608635993,0.71683995442,0.1908397,0.620118988,0.243861483,0.721964404,0.162867204,0.7288552694,0.4657976594,0.43230583461,0.468,0.40192,0.40624,0.32227814904,0.516,0.6721,0.01948216
2 wk ahead,HHS Region 3,2011/2012,1,0.056662,0.12004,0.031345,0.140008,0.037304,0.125383,1.56011071035698e-05,0.0128614509,0.16246676,0.16246676,0.420930267,0.743401583,0.122137408,0.02942249,0.0160150768,0.202236067,0.315337477,0.149766826,0.098743288,0.0747217352,0.098,0.31912,0.32312,0.05468363654,0.5113,0.1504,0.07486413
2 wk ahead,HHS Region 3,2011/2012,2,0.169317,0.227377,0.091989,0.162703,0.143997,0.196685,3.483164e-96,0.0031838808,0.12498521,0.12498521,0.03432534473,0.04877393222,0.11450382,0.0070609491,0.0084488159,0.265333057,0.199046968,0.075566401,0.012840377943,0.02083858984,0.012,0.3693,0.37166,0.03277070354,0.4482,0.0659,0.04550667
2 wk ahead,HHS Region 3,2011/2012,3,0.090641,0.150679,0.078006,0.142063,0.086676,0.165996,0.03154233102,0.0033956306,0.139867158,0.139867158,0.1098726474,0.12082007992,0.11450382,0.001274924,0.001519857,0.324513887,0.314231296,0.0557047582,0.035021667189,0.01702018983,0.036,0.2944,0.2908,0.02467673498,0.4809,0.11,0.22564914
2 wk ahead,HHS Region 3,2011/2012,4,0.305351,0.337394,0.361342,0.258727,0.344042,0.344702,0.01389748397257,0.0360749138,0.128863312,0.128863312,0.88320256,0.986524168,0.122137408,0.002484463,0.006193523,0.43239953,0.518805452,0.5052902848,0.16686505576,0.0713038541,0.172,0.29924,0.2945,0.02961208168,0.7136,0.4145,0.87014588
2 wk ahead,HHS Region 3,2011/2012,5,0.530046,0.446769,0.590687,0.396052,0.662674,0.494051,0.20996166,0.0074743679,0.130326448,0.130326448,0.2297111288,0.18792618526,0.129770996,0.00642895955,0.01513081,0.60012068,0.586069552,0.1567686824,0.119998501028222,0.01612770507,0.12,0.3423,0.34324,0.04145691048,0.6297,0.433,0.79911784
2 wk ahead,HHS Region 3,2011/2012,6,0.187312,0.132018,0.250024,0.296706,0.238004,0.254015,0.220971737,0.0033332141,0.113161306,0.113161306,0.2800925483,0.4032053143,0.11450382,2.489863e-05,0,0.395416,0.38024645,0.4009663514,0.177997916384713,0.03385951341,0.178,0.13228,0.13188,0.02161681908,0.4566,0.3651,0.44855666
2 wk ahead,HHS Region 3,2011/2012,7,0.552671,0.460023,0.638031,0.48478,0.651319,0.532694,0.488799805798,0.0625984756,0.145293814,0.145293814,0.470747631,0.414890765,0.129770996,0,0,0.452193461,0.52008332,0.9184627324,0.397995749119849,0.0955331598,0.398,0.34554,0.3442,0.0458000161,0.5223,0.582,0.40450595
2 wk ahead,HHS Region 3,2011/2012,8,0.926756,0.87404,0.813336,0.784715,0.863342,0.8607,0.8254869182,0.0048359489,0.14028871,0.14028871,0.4543519411,0.51513590852,0.122137408,0.190848442,0.369110169,0.32385617,0.45016475,0.6939758276,0.62799280872313,0.1101842331,0.628,0.22692,0.2285,0.04224656814,0.5575,0.648,0.42642012
